index,name,group,physiological_meaning,bound_lo,bound_hi,bound_center,bound_radius,units,unit_short,ident_score_seed42,ident_score_5seed_mean,ident_score_5seed_sd,ident_score_5seed_min,ident_score_5seed_max,ident_score_5seed_cv,crb_12lead_seed42_scaled,crb_12lead_5seed_mean_scaled,crb_12lead_seed42_physical,crb_physical_unit,crb_units_note,strongest_coupling_partner,partner_corr_seed42,partner_abs_corr_seed42,partner_abs_corr_5seed_mean,partner_same_in_n_of_5_seeds,max_abs_fisher_corr_5seed_mean,clinical_interpretation_in_manuscript,interpreting_descriptor,tier_R1_group_mean_cv,tier_R2_min_across_seeds,tier_R3_per_param_cv,tier_R4_mean_only,tier_R5_min_and_cv,tier_recommended,one_sigma_pct_of_admissible_range_seed42,one_sigma_pct_of_admissible_range_5seed_mean,notes
31,tau_rep7,tau_rep,Repolarization (downstroke) time constant tau_rep of node 7 (LV apex); sets the T-wave limb slope contributed by that node,0.035,0.1,0.0675,0.0325,"s (seconds, physical parameter unit)",s,12.569023542582332,13.339457381698526,3.3553088169367733,9.854147122398215,17.085745430908048,0.25153263142023985,0.07956067522764365,0.0788556923191027,0.0025857219448984186,s,scaled = standard deviation in units of the parameter's own bound radius (half-width); physical = scaled x bound_radius,tau_rep4,0.36096228227787797,0.36096228227787797,0.247340548748183,1,0.47874699357438366,indirect only,"ventricular tau_rep enters tau_rep_disp / Tend / Sync_rep and shapes the reconstructed T wave, from which the interpreted T-wave descriptors are measured; no claim is made on tau_rep itself",B_weakly_identifiable,B_weakly_identifiable,B_weakly_identifiable,B_weakly_identifiable,B_weakly_identifiable,B_weakly_identifiable,3.9780337613821826,3.9427846159551345,
32,q0,q,"Nodal source gain q of node 0 (SA / atrial source (graph root)); scales dU_i/dt, i.e. that node's contribution to the QRS/T dipole",0.05,3.0,1.525,1.475,dimensionless (relative source amplitude),1,11.723486919210782,13.149705104766403,5.296347567477036,7.777797472402707,21.06955078097729,0.40277310595788623,0.08529885407739418,0.08594918132058456,0.12581580976415643,1,scaled = standard deviation in units of the parameter's own bound radius (half-width); physical = scaled x bound_radius,tau_dep0,0.7226631191574331,0.7226631191574331,0.5732130864418243,5,0.5732130864418243,indirect only,"shapes the reconstructed beat from which the interpreted ECG-domain descriptors (QRS duration, T-peak amplitude, T-wave sign discordance) are measured; never read as a clinical quantity on its own",A_strongly_identifiable,B_weakly_identifiable,B_weakly_identifiable,B_weakly_identifiable,B_weakly_identifiable,B_weakly_identifiable,4.264942703869709,4.297459066029228,
33,q1,q,"Nodal source gain q of node 1 (AV node - His entry); scales dU_i/dt, i.e. that node's contribution to the QRS/T dipole",0.05,3.0,1.525,1.475,dimensionless (relative source amplitude),1,29.804641073925712,25.00780889681282,14.324134393980925,14.252798280900889,48.00613259364286,0.5727864625439656,0.033551821594484485,0.04952870980890781,0.04948893685186462,1,scaled = standard deviation in units of the parameter's own bound radius (half-width); physical = scaled x bound_radius,tau_dep1,0.5476048598888741,0.5476048598888741,0.4387916136311018,3,0.5017707461162348,indirect only,"shapes the reconstructed beat from which the interpreted ECG-domain descriptors (QRS duration, T-peak amplitude, T-wave sign discordance) are measured; never read as a clinical quantity on its own",A_strongly_identifiable,B_weakly_identifiable,B_weakly_identifiable,A_strongly_identifiable,B_weakly_identifiable,B_weakly_identifiable,1.6775910797242242,2.4764354904453905,
34,q2,q,"Nodal source gain q of node 2 (interventricular septum); scales dU_i/dt, i.e. that node's contribution to the QRS/T dipole",0.05,3.0,1.525,1.475,dimensionless (relative source amplitude),1,36.22844288966738,27.54243327778649,22.488871152496568,10.13010262479844,63.18549702901378,0.8165172236482926,0.027602621593356073,0.057691195978792874,0.04071386685020021,1,scaled = standard deviation in units of the parameter's own bound radius (half-width); physical = scaled x bound_radius,tau_dep2,0.459670390119025,0.459670390119025,0.38987164453629464,1,0.5218489935595834,indirect only,"shapes the reconstructed beat from which the interpreted ECG-domain descriptors (QRS duration, T-peak amplitude, T-wave sign discordance) are measured; never read as a clinical quantity on its own",A_strongly_identifiable,B_weakly_identifiable,B_weakly_identifiable,A_strongly_identifiable,B_weakly_identifiable,B_weakly_identifiable,1.3801310796678037,2.8845597989396436,per-parameter CV 81.7% - not seed-stable at the parameter level
35,q3,q,"Nodal source gain q of node 3 (right-ventricular free wall); scales dU_i/dt, i.e. that node's contribution to the QRS/T dipole",0.05,3.0,1.525,1.475,dimensionless (relative source amplitude),1,24.089213453644827,16.64515688429672,5.764601268517374,11.06088791971149,24.089213453644827,0.34632303609921405,0.04151235580706329,0.06622915342922293,0.06123072481541836,1,scaled = standard deviation in units of the parameter's own bound radius (half-width); physical = scaled x bound_radius,q5,0.6538122603325399,0.6538122603325399,0.4755126595341911,1,0.8147612337325855,indirect only,"shapes the reconstructed beat from which the interpreted ECG-domain descriptors (QRS duration, T-peak amplitude, T-wave sign discordance) are measured; never read as a clinical quantity on its own",A_strongly_identifiable,B_weakly_identifiable,A_strongly_identifiable,A_strongly_identifiable,B_weakly_identifiable,B_weakly_identifiable,2.0756177903531645,3.3114576714611466,
36,q4,q,"Nodal source gain q of node 4 (LV anterior wall); scales dU_i/dt, i.e. that node's contribution to the QRS/T dipole",0.05,3.0,1.525,1.475,dimensionless (relative source amplitude),1,10.838371090917834,15.329513816981281,5.012402458085303,10.319603267347745,22.42973693057392,0.3269772621577085,0.09226478698796023,0.0710346664073829,0.13609056080724136,1,scaled = standard deviation in units of the parameter's own bound radius (half-width); physical = scaled x bound_radius,q7,0.7641836444102,0.7641836444102,0.5297197114874402,1,0.8056669596620386,indirect only,"shapes the reconstructed beat from which the interpreted ECG-domain descriptors (QRS duration, T-peak amplitude, T-wave sign discordance) are measured; never read as a clinical quantity on its own",A_strongly_identifiable,B_weakly_identifiable,A_strongly_identifiable,A_strongly_identifiable,B_weakly_identifiable,B_weakly_identifiable,4.613239349398011,3.551733320369145,
37,q5,q,"Nodal source gain q of node 5 (LV lateral wall); scales dU_i/dt, i.e. that node's contribution to the QRS/T dipole",0.05,3.0,1.525,1.475,dimensionless (relative source amplitude),1,14.348177660590403,15.878947308410778,4.055090252865057,11.473135440473698,21.28916442103869,0.25537525719460963,0.0696952619109716,0.0662602268032293,0.10280051131868312,1,scaled = standard deviation in units of the parameter's own bound radius (half-width); physical = scaled x bound_radius,q7,0.7611595006553221,0.7611595006553221,0.45381816956486515,2,0.7769159273069398,indirect only,"shapes the reconstructed beat from which the interpreted ECG-domain descriptors (QRS duration, T-peak amplitude, T-wave sign discordance) are measured; never read as a clinical quantity on its own",A_strongly_identifiable,B_weakly_identifiable,A_strongly_identifiable,A_strongly_identifiable,B_weakly_identifiable,B_weakly_identifiable,3.4847630955485798,3.3130113401614647,
38,q6,q,"Nodal source gain q of node 6 (LV inferior wall); scales dU_i/dt, i.e. that node's contribution to the QRS/T dipole",0.05,3.0,1.525,1.475,dimensionless (relative source amplitude),1,17.997108861637546,18.957661857844386,5.805611790308027,13.743419195562453,28.914493891591924,0.3062409190459189,0.05556448025558093,0.05603666801933192,0.08195760837698188,1,scaled = standard deviation in units of the parameter's own bound radius (half-width); physical = scaled x bound_radius,q3,-0.64551376793224,0.64551376793224,0.40903071493343746,2,0.6947390192395109,indirect only,"shapes the reconstructed beat from which the interpreted ECG-domain descriptors (QRS duration, T-peak amplitude, T-wave sign discordance) are measured; never read as a clinical quantity on its own",A_strongly_identifiable,B_weakly_identifiable,A_strongly_identifiable,A_strongly_identifiable,B_weakly_identifiable,B_weakly_identifiable,2.7782240127790465,2.801833400966596,
39,q7,q,"Nodal source gain q of node 7 (LV apex); scales dU_i/dt, i.e. that node's contribution to the QRS/T dipole",0.05,3.0,1.525,1.475,dimensionless (relative source amplitude),1,29.288814731070225,17.90548305750959,7.926577713118892,11.044930134371729,29.288814731070225,0.4426899675177695,0.034142726811651335,0.06461124929994401,0.05036052204718572,1,scaled = standard deviation in units of the parameter's own bound radius (half-width); physical = scaled x bound_radius,q4,0.7641836444101959,0.7641836444101959,0.5297197114874448,1,0.7806904329450148,indirect only,"shapes the reconstructed beat from which the interpreted ECG-domain descriptors (QRS duration, T-peak amplitude, T-wave sign discordance) are measured; never read as a clinical quantity on its own",A_strongly_identifiable,B_weakly_identifiable,B_weakly_identifiable,A_strongly_identifiable,B_weakly_identifiable,B_weakly_identifiable,1.7071363405825668,3.2305624649972007,
40,alpha_ST0,alpha_ST,ST-platform source amplitude alpha_ST of ventricular node 2 (interventricular septum); ST region 'right_septal'. Signed: positive = ST elevation-like source,-0.25,0.25,0.0,0.25,mV-equivalent source strength (amplitude defined up to the per-lead robust scaling),mV-eq,0.4306225001200384,0.38733132944661086,0.2253792717488499,0.1796206006604772,0.7574709289948,0.5818772059333657,2.3222195768248164,3.2480704610949735,0.5805548942062041,mV-eq,scaled = standard deviation in units of the parameter's own bound radius (half-width); physical = scaled x bound_radius,alpha_ST5,0.6196800890589544,0.6196800890589544,0.3649600675654078,2,0.5675059229608354,"observability-limited, not a marker","||alpha_ST|| (S_ST) and lead-projected ST = H_ind*alpha_ST; manuscript uses it as the near-null direction explaining MI under-detection, and reports the lead-projected ST as weak/seed-variable (negative example)",C_primarily_regularized,C_primarily_regularized,C_primarily_regularized,C_primarily_regularized,C_primarily_regularized,C_primarily_regularized,116.11097884124082,162.4035230547487,"CRB exceeds the parameter's own bound half-width in every seed -> determined by the bounds/Tikhonov prior, not by the data"
41,alpha_ST1,alpha_ST,ST-platform source amplitude alpha_ST of ventricular node 3 (right-ventricular free wall); ST region 'right_septal'. Signed: positive = ST elevation-like source,-0.25,0.25,0.0,0.25,mV-equivalent source strength (amplitude defined up to the per-lead robust scaling),mV-eq,0.354420226993194,0.24048282714936633,0.0930788301945213,0.1431238362776827,0.354420226993194,0.38704980017849294,2.82150939432473,4.730174880038524,0.7053773485811825,mV-eq,scaled = standard deviation in units of the parameter's own bound radius (half-width); physical = scaled x bound_radius,alpha_ST3,0.6415394684090283,0.6415394684090283,0.5469082120832802,1,0.8573320448960902,"observability-limited, not a marker","||alpha_ST|| (S_ST) and lead-projected ST = H_ind*alpha_ST; manuscript uses it as the near-null direction explaining MI under-detection, and reports the lead-projected ST as weak/seed-variable (negative example)",C_primarily_regularized,C_primarily_regularized,C_primarily_regularized,C_primarily_regularized,C_primarily_regularized,C_primarily_regularized,141.0754697162365,236.50874400192617,"CRB exceeds the parameter's own bound half-width in every seed -> determined by the bounds/Tikhonov prior, not by the data"
42,alpha_ST2,alpha_ST,ST-platform source amplitude alpha_ST of ventricular node 4 (LV anterior wall); ST region 'anterior'. Signed: positive = ST elevation-like source,-0.25,0.25,0.0,0.25,mV-equivalent source strength (amplitude defined up to the per-lead robust scaling),mV-eq,0.1865460881526804,0.2906998416383277,0.2065094838735945,0.1553399787219598,0.6557192357824831,0.7103873284200888,5.36060557421896,4.4244921768478385,1.34015139355474,mV-eq,scaled = standard deviation in units of the parameter's own bound radius (half-width); physical = scaled x bound_radius,alpha_ST5,0.7762768391439059,0.7762768391439059,0.5524099716094235,1,0.7971820446717829,"observability-limited, not a marker","||alpha_ST|| (S_ST) and lead-projected ST = H_ind*alpha_ST; manuscript uses it as the near-null direction explaining MI under-detection, and reports the lead-projected ST as weak/seed-variable (negative example)",C_primarily_regularized,C_primarily_regularized,C_primarily_regularized,C_primarily_regularized,C_primarily_regularized,C_primarily_regularized,268.030278710948,221.22460884239192,"per-parameter CV 71.0% - not seed-stable at the parameter level; CRB exceeds the parameter's own bound half-width in every seed -> determined by the bounds/Tikhonov prior, not by the data"
43,alpha_ST3,alpha_ST,ST-platform source amplitude alpha_ST of ventricular node 5 (LV lateral wall); ST region 'lateral'. Signed: positive = ST elevation-like source,-0.25,0.25,0.0,0.25,mV-equivalent source strength (amplitude defined up to the per-lead robust scaling),mV-eq,0.2320967105359289,0.2192668596585659,0.038841814991446184,0.1793371398069374,0.2725548524882608,0.17714402920682676,4.308548784215529,4.676119022315584,1.0771371960538823,mV-eq,scaled = standard deviation in units of the parameter's own bound radius (half-width); physical = scaled x bound_radius,alpha_ST2,0.7124322873575607,0.7124322873575607,0.6156735369315951,2,0.8263050443427291,"observability-limited, not a marker","||alpha_ST|| (S_ST) and lead-projected ST = H_ind*alpha_ST; manuscript uses it as the near-null direction explaining MI under-detection, and reports the lead-projected ST as weak/seed-variable (negative example)",C_primarily_regularized,C_primarily_regularized,C_primarily_regularized,C_primarily_regularized,C_primarily_regularized,C_primarily_regularized,215.42743921077644,233.8059511157792,"CRB exceeds the parameter's own bound half-width in every seed -> determined by the bounds/Tikhonov prior, not by the data"
44,alpha_ST4,alpha_ST,ST-platform source amplitude alpha_ST of ventricular node 6 (LV inferior wall); ST region 'inferior'. Signed: positive = ST elevation-like source,-0.25,0.25,0.0,0.25,mV-equivalent source strength (amplitude defined up to the per-lead robust scaling),mV-eq,0.3344828655686093,0.34720423669611644,0.07201303296212481,0.2289870063937694,0.4148030592932888,0.20740827833029232,2.989689765722482,3.009379351919683,0.7474224414306205,mV-eq,scaled = standard deviation in units of the parameter's own bound radius (half-width); physical = scaled x bound_radius,alpha_ST1,-0.640925954133908,0.640925954133908,0.34033544395888693,1,0.7115637619880555,"observability-limited, not a marker","||alpha_ST|| (S_ST) and lead-projected ST = H_ind*alpha_ST; manuscript uses it as the near-null direction explaining MI under-detection, and reports the lead-projected ST as weak/seed-variable (negative example)",C_primarily_regularized,C_primarily_regularized,C_primarily_regularized,C_primarily_regularized,C_primarily_regularized,C_primarily_regularized,149.4844882861241,150.46896759598417,"CRB exceeds the parameter's own bound half-width in every seed -> determined by the bounds/Tikhonov prior, not by the data"
45,alpha_ST5,alpha_ST,ST-platform source amplitude alpha_ST of ventricular node 7 (LV apex); ST region 'anterior'. Signed: positive = ST elevation-like source,-0.25,0.25,0.0,0.25,mV-equivalent source strength (amplitude defined up to the per-lead robust scaling),mV-eq,0.3917902668266907,0.2611177589379486,0.09049011653727097,0.1489259454157795,0.3917902668266907,0.34654907006449465,2.5523860204581146,4.241045044811379,0.6380965051145286,mV-eq,scaled = standard deviation in units of the parameter's own bound radius (half-width); physical = scaled x bound_radius,alpha_ST2,0.7762768391439061,0.7762768391439061,0.5524099716094275,1,0.8117948780348334,"observability-limited, not a marker","||alpha_ST|| (S_ST) and lead-projected ST = H_ind*alpha_ST; manuscript uses it as the near-null direction explaining MI under-detection, and reports the lead-projected ST as weak/seed-variable (negative example)",C_primarily_regularized,C_primarily_regularized,C_primarily_regularized,C_primarily_regularized,C_primarily_regularized,C_primarily_regularized,127.61930102290573,212.05225224056898,"CRB exceeds the parameter's own bound half-width in every seed -> determined by the bounds/Tikhonov prior, not by the data"
46,global_gain,global_gain,Global amplitude gain g applied to the reconstructed 12-lead beat,0.5,2.0,1.25,0.75,dimensionless (global amplitude scale),1,16.31419101059347,15.92368993439035,0.2666353733527261,15.59511369443152,16.31419101059347,0.01674457204651256,0.06129632780140059,0.06281353505384543,0.04597224585105044,1,scaled = standard deviation in units of the parameter's own bound radius (half-width); physical = scaled x bound_radius,q5,-0.4189558057307575,0.4189558057307575,0.26310882738994257,1,0.4177286224943429,indirect only,"shapes the reconstructed beat from which the interpreted ECG-domain descriptors (QRS duration, T-peak amplitude, T-wave sign discordance) are measured; never read as a clinical quantity on its own",A_strongly_identifiable,A_strongly_identifiable,A_strongly_identifiable,A_strongly_identifiable,A_strongly_identifiable,A_strongly_identifiable,3.0648163900700296,3.1406767526922716,
